"DECOMP" "DOC" "POC"
1 1 3
1.00977777253959 0.988196327442203 2.9991628486618
1.01943197774528 0.976531981570258 2.99832990018932
1.02896386788881 0.965005317817587 2.99750131676868
1.03837468540669 0.953614711029535 2.99667725239593
1.04766566289856 0.942358555234245 2.99585785313013
1.05683802312826 0.931235263416222 2.99504325733977
1.06589297902758 0.920243267292583 2.99423359594281
1.07483173370248 0.909381017091944 2.99342899264044
1.08365548044182 0.898646981335915 2.99262956414465
1.09236540272847 0.888039646623173 2.99183542039987
1.10096267425267 0.877557517416092 2.99104666479871
1.10944845892766 0.86719911582988 2.99026339439197
1.11782391090746 0.856962981424213 2.98948570009307
1.12609017460669 0.846847670997328 2.98871366687706
1.13424838472241 0.836851758382543 2.98794737397421
1.14229966625789 0.826973834247179 2.98718689505846
1.15024513454822 0.81721250589386 2.98643229843079
1.15808589528775 0.807566397064152 2.98568364719757
1.16582304455922 0.798034147744527 2.98494099944417
1.17345766886456 0.788614413974611 2.9842044084037
1.18099084515727 0.779305867657695 2.98347392262131
1.18842364087639 0.770107196373494 2.98274958611384
1.19575711398187 0.761017103193099 2.98203143852514
1.20299231299141 0.752034306496125 2.98131951527714
1.21013027701864 0.743157539790015 2.98061384771671
1.21717203581257 0.734385551531476 2.97991446325842
1.22411860979835 0.725717104950021 2.97922138552335
1.23097101011919 0.717150977873599 2.97853463447403
1.23773023867938 0.708685962556275 2.97785422654564
1.24439728818849 0.700320865507954 2.97718017477337
1.25097314220652 0.692054507326105 2.97651248891643
1.25745877519011 0.683885722529481 2.9758511755783
1.26385515253966 0.675813359393791 2.97519623832378
1.27016323064737 0.667836279789322 2.97454767779254
1.2763839569461 0.659953359020471 2.97390549180957
1.28251826995912 0.652163485667176 2.97326967549236
1.28856709935055 0.644465561428209 2.97264022135505
1.29453136597654 0.636858500966334 2.97201711940957
1.30041198193722 0.629341231755278 2.97140035726385
1.30620985062922 0.621912693928518 2.97078992021717
1.31192586679881 0.614571840129849 2.97018579135273
1.31756091659568 0.607317635365714 2.96958795162757
1.32311587762721 0.600149056859281 2.96899637995975
1.32859161901323 0.593065093906244 2.96841105331305
1.33398900144134 0.586064747732316 2.96783194677915
