"DECOMP" "DOC" "POC"
1 0 3
0.995 0.0025 3.0025
0.99005805441135 0.00495799081860551 3.00496978859375
0.985173325660521 0.0073746134544665 3.00740979691391
0.980344988554808 0.00975049924616096 3.0098204498611
0.975572230101103 0.0120862700171713 3.01220216619134
0.970854249327232 0.0143825382186962 3.01455535860227
0.966190257105831 0.0166399070703308 3.01688043381836
0.961579475980713 0.018858970698645 3.01917779267499
0.957021139995709 0.0210403142736929 3.02144783020142
0.952514494525937 0.0231845141434824 3.02369093570274
0.948058796111483 0.025292137966436 3.02590749284074
0.943653312293448 0.0273637448418722 3.02809787971368
0.939297321452339 0.0293998854385373 3.03026246893512
0.934990112648768 0.0314011021212149 3.03240162771157
0.930730985466434 0.0333679290754441 3.03451571791929
0.926519249857349 0.0353008924303718 3.03660509617991
0.92235422598929 0.0372005103797691 3.03867011393519
0.918235244095435 0.0390672933012366 3.04071111752068
0.914161644326164 0.040901743873628 3.04272844823847
0.910132776602988 0.0427043571927163 3.04472244242893
0.906148000474584 0.0444756208851297 3.04669343154152
0.902206684974899 0.0462160152205834 3.0486417422046
0.898308208483311 0.0479260132224307 3.05056769629436
0.894451958586792 0.0496060807765608 3.05247161100279
0.89063733194408 0.0512566767386657 3.05435379890473
0.886863734151801 0.0528782530399018 3.05621456802401
0.883130579612535 0.05447125479097 3.05805422189872
0.879437291404788 0.0560361203846364 3.05987305964552
0.875783301154856 0.0575732815967189 3.06167137602319
0.872168048910537 0.0590831636855605 3.06344946149518
0.86859098301668 0.0605661854900138 3.06520760229143
0.865051559992546 0.0620227595259566 3.06694608046922
0.861549244410942 0.0634532920813626 3.06866517397326
0.858083508779118 0.0648581833099473 3.07036515669497
0.854653833421398 0.0662378273234109 3.07204629853087
0.851259706363515 0.067592612282299 3.07370886544019
0.847900623218636 0.0689229204855014 3.07535311950175
0.844576087075042 0.0702291284584101 3.07697931896994
0.841285608385454 0.0715116070397552 3.07858771832999
0.83802870485797 0.0727707214671398 3.08017856835247
0.83480490134859 0.0740068314612919 3.08175211614702
